,category,title,price,rating,No of reviews
7878,"['Automotive', 'Motorcycle & ATV', 'Parts', 'Controls', 'Clutch Cables & Lines']",race driven clutch cable yamaha raptor 660 yfm660r yfm660 yfm 660r,19.95,4.5,17
7879,"['Sports & Outdoors', 'Sports & Fitness', 'Golf', 'Clothing', 'Shorts']",adidas golf women 7 short 2019 model,46.49,5.0,7
7880,"['Industrial & Scientific', 'Deburring Cutters']",zurn qqzbdbt depth gage deburring tool use 1 4 3 8 2 pex non-barrier tubing cpvc copper,14.59,3.9,25
7881,"['Beauty & Personal Care', 'Hair Care', ' Extensions, Wigs & Accessories']",seikea clip ponytail extension wrap around straight hair women 12 black,12.989999999999998,3.7,3449
7882,"['Sports & Outdoors', 'Sports & Fitness', 'Team Sports', 'Lacrosse', 'Player Equipment', 'Goalkeeper Gloves']",& r sports open back goalie helmet harness black,134.99,3.3,3
7883,"['Home & Kitchen', 'Kitchen & Dining', 'Coffee, Tea & Espresso', ' Kettles & Tea Machines']",dmofwhi gooseneck electric kettle1.0l 100 % stainless steel bpa free classic pour coffee kettle | tea azure,39.99,4.7,114
7884,"['Pet Supplies', 'Dogs', 'Jerky']",true chews premium jerky cuts made real steak 20 oz,156.015,4.7,1125
7885,"['Industrial & Scientific', 'Janitorial & Sanitation Supplies', 'Fabric Softener']",gain dryer sheets moonlight breeze 60 count per box one 1,10.6,4.9,26
7886,"['Clothing, Shoes & Jewelry', 'Women', 'Shops', 'Uniforms, Work & Safety', 'Clothing', 'Tops']",red kap short sleeve two-tone crew shirt,21.48,3.7,2
7887,"['Musical Instruments', 'Instrument Accessories', 'Wind & Woodwind Accessories', ' Cleaning & Care']",yamaha yac 1661p plastic flute cleaning rod,12.6,4.7,108
7888,"['Video Games', 'Games']",sony playstation vita oled 1000 series wifi blue renewed,17.99,4.1,82
7889,"['Home & Kitchen', ' Storage & Organization']",command utility hooks medium white 2-hooks 17001es organize decorate dorm,22.19,4.7,778
7890,"['Clothing, Shoes & Jewelry', 'Men', 'Shops', 'Big & Tall', 'Active Sweaters']",cutter buck men big-tall overtime half zip overknit sweatshirt,152.99,3.0,3
7891,"['Baby', 'Nursery', 'Furniture', ' Changing & Dressing']",hanging diaper caddy – crib organizer stacker playard wall newborn boy girl holder changing table elephant green 17x9x9 inches,20.99,4.6,102
7892,"['Sports & Outdoors', 'Sports & Fitness', 'Hunting & Fishing', 'Fishing', ' Bait Traps & Storage']",atlas mike spawn sac net,6.25,4.4,24
7893,"['Sports & Outdoors', 'Sports & Fitness', 'Team Sports', 'Volleyball', 'Nets']",badminton net outdoor portable volleyball adjustable foldable tennis stand pole beach grass park venues,35.12,3.3,3
7894,"['Automotive', 'Interior Accessories', 'Seat Brackets']",oyadm 2pcs carbon fiber car neck pillow soft version breathe auto head rest cushion headrest pad bmwblack,140.0,5.0,1
7895,"['Health & Household', 'Medical Supplies & Equipment', 'Strap Extenders']",face mask chain | strap holder lanyard retainer necklace leather carrier rose gold women men children acrylic black,12.985,4.7,109
7896,"['Toys & Games', 'Preschool', 'Pre-Kindergarten Toys', 'Kitchen Sets & Play Food']",bgdoyz kitchen pretend play toys cooking baking set stainless steel cookware pots pans utensils apron chef hat cookie cutters rolling pin cutting vegetables kids,20.9,4.9,60
7897,"['Automotive', 'Performance Parts & Accessories', 'Breathers']",spectre performance 42775 chrome o-ring breather,6.43,2.6,2
7898,"['Cell Phones & Accessories', 'Accessories', 'Phone Charms']",cell phone clean box portable light smart soap usb charging function suitable ios android mobile toothbrush keys,22.99,4.6,9
7899,"['Clothing, Shoes & Jewelry', 'Men', 'Shops', 'Contemporary & Designer', 'Wallets, Card Cases & Money Organizers']",jack spade men barrow leather 6 card holder,100.0,4.8,59
7900,"['Grocery & Gourmet Food', 'Pantry Staples', 'Sauces, Gravies & Marinades', 'Beef']",bisto best rich roasted beef gravy 150g,129.715,5.0,1
7901,"['Sports & Outdoors', 'Outdoor Recreation', 'Water Sports', 'Kayaking', ' Kayaks']",sea eagle 370 pro 3 person inflatable portable sport kayak canoe boat w paddles,583.79,4.6,172
7902,"['Grocery & Gourmet Food', 'Pantry Staples', ' Soups, Stocks & Broths']",pacific foods organic beef bone broth 8 oz 12-pack,36.980000000000004,4.4,884
7903,"['Automotive', 'Motorcycle & ATV', 'Parts', 'ATV & UTV Wheel & Tire Assemblies']",irc 87-5705 tire ve-33 rear 100 100-18 59m bias tt,254.98,3.9,12
7904,"['Toys & Games', 'Pretend Play', 'Magnetic Dress-up Dolls']",floss rock magnetic dress character sofia,22.99,5.0,1
7905,"['Patio, Lawn & Garden', 'Gardening', 'Fruits']",wwi 2 cuttings purple dragon fruit tree-plant 9 inch cutting rk318,8.24,4.4,13
7906,"['Automotive', 'Tools & Equipment', 'Flywheel Tools']",lisle 22110 flywheel lock,13.95,4.8,80
7907,"['Sports & Outdoors', 'Sports & Fitness', 'Team Sports', ' Ice Hockey']",duke athletic supporter,8.84,4.1,1375
7908,"['Tools & Home Improvement', 'Electrical', 'Fan Motors']",6pcs synchronous synchron motor turntable 50 60hz ac100~127v ccw cw 4w 7mm flexible coupling connector 6ft power cord switch plug cup turnercuptisserieor guide 2.5-3rpm,35.49,4.5,123
7909,"['Industrial & Scientific', 'Industrial Hardware', 'T-Hinges']",national hardware n129-031 v286 extra heavy hinges zinc plated 2 pack,17.555,4.5,7
7910,"['Automotive', 'Replacement Parts', 'Shocks, Struts & Suspension', ' Sway Bars & Parts']",acdelco 45g0012 professional front suspension stabilizer bar link kit hardware,21.14,4.5,77
7911,"['Office Products', 'Office Supplies', 'Storage File Boxes']",snap-n-store vinyl record storage case lid holds 75 records 13.375 x 12.625 12.5 inches berry sns02062,36.95,4.7,341
7912,"['Clothing, Shoes & Jewelry', 'Women', 'Shops', ' Juniors']",disney women plus size mickey minnie mouse jersey tee,17.615,4.7,315
7913,"['Clothing, Shoes & Jewelry', 'Women', 'Shops', 'Contemporary & Designer', 'Accessories', 'Prescription Eyewear Frames']",ray-ban rx5228 square eyeglass frames,146.4,4.2,324
7914,"['Automotive', 'Replacement Parts', 'Bearings & Seals', 'Camshaft']",oem subaru engine crank cam oil seal kit 2.0 ej205 turbo wrx new,8.69,3.4,3
7915,"['Grocery & Gourmet Food', 'Pantry Staples', 'Herbs, Spices & Seasonings', 'Cilantro Flakes']",dried cilantro leaves | refreshing piney flavor lemon pepper mint hints| used chinese vietnamese thai mexican cuisine parsley 0.5 oz .,24.1,4.4,65
7916,"['Industrial & Scientific', 'Power Transmission Products', 'Torsion']",torsion spring 90 deg 0.484od pk6,12.38,5.0,2
7917,"['Home & Kitchen', 'Kitchen & Dining', 'Juicer Parts & Accessories']",joystar replacement parts nutri ninja blender two pack 16-ounce 16 oz . lid bl203qbk bl208qbk bl207qbk bl206qbk bl209 bl201c bl201 bl200 2,23.49,4.5,49
7918,"['Grocery & Gourmet Food', 'Pantry Staples', 'Cooking & Baking', 'Tapioca']",granulated minute tapioca bulk 2 lb . bag,106.49000000000001,4.4,95
7919,"['Automotive', 'Performance Parts & Accessories', 'Ignition & Electrical', 'Spark Plugs & Wires', 'Wire Sets']",accel acc 4040r 8mm super stock copper universal wire set red,51.96,4.2,15
7920,"['Kitchen & Dining', 'Kitchen Utensils & Gadgets', 'Cheese Slicers']",cake cheese slicer plastic butter peeler wire thick hard soft handle cutter tool new,14.99,3.0,68
7921,"['Automotive', 'Motorcycle & ATV', 'Parts', ' Exhaust']",glixal gy6 49cc 50cc 7-inch high performance racing exhaust muffler system 139qma 139qmb scooter moped atv go kart black,12.99,3.7,49
7922,"['Sports & Outdoors', 'Sports & Fitness', 'Hunting & Fishing', 'Fishing', ' Rod & Reel Storage & Accessories']",zhenduo outdoor 10pcs fishing rod sleeve socks 67inches 74.8inches covers braided mesh protector tools accessories bait casting sea,23.99,4.7,415
7923,"['Health & Household', 'Sports Nutrition', 'Candy & Mints']",slayrx sparkplug ballistic berry,22.15,3.8,51
7924,"['Sports & Outdoors', 'Fan Shop', ' Caps & Hats']",women quick drying baseball cap sun hats mesh lightweight uv protection outdoor sports multiple colors,19.295,4.2,33
7925,"['Office Products', 'Office Supplies', ' Time Clocks & Cards']",pyramid 3500 multi-purpose time clock document stamp made usa,248.53000000000003,4.3,187
7926,"['Industrial & Scientific', 'Material Handling Products', 'Dollies']",vestil leg-d specialty leg dolly 200 lbs capacity 5-3 4 length x 6-3 8 width,53.43,4.3,379
7927,"['Sports & Outdoors', 'Sports & Fitness', 'Team Sports', 'Softball', ' Clothing']",madsportsstuff personality word socks calf length,25.965,4.9,51
7928,"['Industrial & Scientific', 'Retail Store Fixtures & Equipment', 'Gift Bags']",bagdream gift bags 8x4.75x10.5 50pcs paper shopping kraft retail party brown handles bulk,15.99,4.5,1344
7929,"['Sports & Outdoors', 'Sports & Fitness', 'Hunting & Fishing', 'Fishing', ' Fly Fishing']",plano 23780-00 deep stowaway box adjustable dividers,20.07,4.7,163
7930,"['Pet Supplies', 'Cats', 'Carriers & Strollers', 'Soft-Sided Carriers']",petsfit rolling pet carrier pets 28 pounds airline approved,79.99,4.4,49
7931,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active Shorts']",neleus men 7 mesh running workout shorts,26.42,4.4,793
7932,"['Arts, Crafts & Sewing', 'Craft Supplies', 'Pipe Cleaners']",caydo 300 pieces 1 inch assorted pompoms multicolor arts crafts pom poms balls diy art creative decorations,10.99,4.7,675
7933,"['Toys & Games', 'Nature Exploration Toys']",nature bound bug catcher vacuum light critter habitat case backyard exploration complete kit kids includes cage,34.980000000000004,4.0,686
7934,"['Sports & Outdoors', 'Sports & Fitness', 'Hunting & Fishing', 'Hunting', 'Scents']",jackies deer lures licking branch scent flip cap 2-ounce,13.49,3.7,13
7935,"['Clothing, Shoes & Jewelry', 'Men', 'Shops', 'Surf, Skate & Street', 'Clothing', 'Jackets & Coats', 'Denim']",rusty men overthrow jacket,108.995,5.0,1
7936,"['Home & Kitchen', 'Home Décor', 'Home Fragrance', 'Reed Diffuser Sticks']",erbario toscano salis home fragrance diffuser 250ml,3.9,3.9,14
7937,"['Beauty & Personal Care', 'Fragrance', "" Men's""]",stetson cologne spray 0.75 fluid ounce,15.955,4.7,476
7938,"['Clothing, Shoes & Jewelry', 'Costumes & Accessories', 'Wigs']",dark root cosplay wig hat set,19.945,4.3,10
7939,"['Clothing, Shoes & Jewelry', 'Women', 'Shops', 'Maternity', ' Swim']",ziola one piece maternity swimsuits halter sexy deep v neck swimwear floral pregnancy plus size bathing suit,24.49,4.3,68
7940,"['Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', ' Ethernet Cables']",amazonbasics rj45 cat-6 ethernet patch internet cable 10 feet 3 meters 5-pack,19.99,4.7,24516
7941,"['Sports & Outdoors', 'Fan Shop', 'Rally Towels']",wincraft ncaa 12 x 30 inch cooling towel,14.95,5.0,1
7942,"['Industrial & Scientific', 'Food Service Equipment & Supplies', 'Restaurant Appliances & Equipment', 'Commercial Steamers']",southbend range 1195164 quadrant assembly,92.21,5.0,1
7943,"['Health & Household', 'Medical Supplies & Equipment', 'Mobility & Daily Living Aids', 'Pressure Mattresses & Pumps']",drive medical med aire plus low air loss mattress replacement system 84 inch x 36 blue,66.99,1.0,1
7944,"['Sports & Outdoors', 'Sports & Fitness', 'Golf', 'Putters']",ray cook golf- silver sr500 putter,52.49,4.5,601
7945,"['Toys & Games', 'Pegged Puzzles']",melissa doug farm animals jumbo knob wooden puzzle,19.99,4.2,349
7946,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Hoop']",925 sterling silver huggie hoop earrings cartilage cuff stud nose rings piercing body jewelry women,14.11,4.2,153
7947,"['Clothing, Shoes & Jewelry', 'Men', 'Shops', 'Contemporary & Designer', 'Clothing', 'Leather & Faux Leather']",robert graham men felstead leather shirt jacket,350.0,2.4,2
7948,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Bags']",earth rated dog poop bags waste large single roll grab go guaranteed leak-proof great backyard pickups bag measures 8 x 13 inches,12.989999999999998,4.7,196
7949,"['Baby', 'Baby Care', 'Grooming', 'Powders']",babybjörn baby bib 2-pack powder green pink,19.99,4.5,202
7950,"['Automotive', 'Replacement Parts', 'Bearings & Seals', 'Seals', 'Drive Shaft']",moog k100094 cam bolt kit,34.78,5.0,2
7951,"['Kitchen & Dining', 'Compact Refrigerators']",costway compact refrigerator 2-door 3.4 cu . ft. counter fridge freezer cooler unit dorm office apartment adjustable removable glass shelves black,269.99,4.1,112
7952,"['Sports & Outdoors', 'Sports & Fitness', 'Exercise & Fitness', 'Strength Training Equipment', ' Weight Racks']",icon health fitness inc. gold gym ggbe20615 xrs 20 squat rack,75.59,4.3,202
7953,"['Home & Kitchen', 'Bedding', 'Flat Sheets']",comfy basics 1-piece ultra soft flat sheet elegant breathable beige twin,15.489999999999998,4.7,181
7954,"['Electronics', 'Horns & Sirens']",safesound personal alarm siren song 1-pack 130db self defense keychain emergency led flashlight security protection devices women girls kids elderly,14.99,4.5,443
7955,"['Pet Supplies', 'Food']",zoo med laboratories szmfd20 repti-rock food dish small,5.62,4.0,498
7956,"['Automotive', 'Replacement Parts', 'Steering System', 'Damper & Steering Stabilizers']",rough country n3 dual steering stabilizer fits 2003-2013 ram truck 2500 3500 4wd premium damper 8749530,99.95,4.5,36
7957,"['Clothing, Shoes & Jewelry', 'Women', 'Shops', 'Plus-Size', 'Down & Parkas']",soteer women hooded parka coat warm winter faux fur lined outwear jacket overcoat s-xxxl,20.725,3.7,176
7958,"['Pet Supplies', 'Fish & Aquatic Pets', 'Decorative Rocks']",hewnda gorgeous aquarium decorated decorations glass beads 1 pound enough decorative gravel rock pebbles gem,10.99,4.3,153
7959,"['Grocery & Gourmet Food', 'Breakfast Foods', 'Oatmeal']",gf harvest gluten free organic oat groats 5 lbs,15.86,4.7,159
7960,"['Sports & Outdoors', 'Sports & Fitness', 'Other Sports', 'Boxing', 'Hangers']",benelabel permanent antirust stainless steel 304 heavy duty boxing punching bag chain 800 lb capacity 360° rotation spherical swing hook 4 chains carabiners 2 wood screws wooden sets,35.99,5.0,7
7961,"['Industrial & Scientific', 'Raw Materials', ' Floor Grating']",19w4 heavy duty welded carbon steel bar grating 4 cross spacing galvanized smooth surface 1 thickness 48 length x 36 width height,55.9,5.0,2
7962,"['Home & Kitchen', 'Vacuums & Floor Care', 'Steam Cleaner & Steam Mop Replacement Parts']",keepow 8 pack microfibre steam mop pads compatible pursteam thermapro 10-in-1,25.99,4.5,319
7963,"['Tools & Home Improvement', 'Power & Hand Tools', 'Power Tool Parts & Accessories', ' Power Rotary Tool Parts & Accessories']",yxgood 10 pieces tungsten carbide double cut rotary burr set 3 mm 1 8 inch shank 6 4 head size,12.99,4.5,394
7964,"['Sports & Outdoors', 'Sports & Fitness', 'Accessories', 'Field Marking Equipment']",champion sports poly directional arrow set,89.99,4.9,10
7965,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Pick Holders']",felt ukulele picks10 piece heart shape pick guitar bass holder case original 10 pcs,17.99,4.6,96
7966,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Boys', 'Wallets']",disney new mickey friends children tri-fold wallet-mickey donald goofy,12.99,3.6,15
7967,"['Camera & Photo', 'Accessories', 'Effects Filters']",tiffen 49wbpm12 49mm warm black pro mist 1 2 filter,118.99,4.3,4
7968,"['Camera & Photo', 'Telescope Cases']",orion 15163 43x9x11 inches padded telescope case,99.99,4.4,26
7969,"['Arts, Crafts & Sewing', 'Beading & Jewelry Making', 'Head Pins']",pengxiaomei 300 pcs 304 stainless steel open eyepins 1.5 inch metal wire head pins findings diy crafts necklaces bracelets earrings jewelry making,9.2,4.6,3
7970,"['Tools & Home Improvement', 'Safety & Security', ' Safes']",good stuff fireproof waterproof document storage bags 2000℉ protect important documents house fires hurricanes tornadoes easy carry box extra strength,25.97,4.7,487
7971,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', ' Shorts']",nitagut men linen casual classic fit short drawstring summer beach shorts,21.49,4.3,1489
7972,"['Industrial & Scientific', 'Occupational Health & Safety Products', ' Facility Safety Products']",eye wash station water preservative 8 oz,22.705,4.5,30
7973,"['Office Products', 'Office Furniture & Accessories', 'Cabinets, Racks & Shelves', 'Mobile File Cabinets']",devaise 3 drawer locking file cabinet desk metal filing legal letter a4 fully assembled except wheels black,124.99000000000001,4.5,114
7974,"['Tools & Home Improvement', 'Saw Gauges']",jdsums contour gauge duplicator5 inch profile copy multi-functional plastic duplicator edge shaping measure ruler tiling laminate woodworking practical tool green,15.29,3.9,17
